Skin Tone,Season,Color Name,Hex Code,R_Value,G_Value,B_Value
Golden Natural,Autumn,Warm Brown,#A52A2A,255,224,189
Golden Natural,Winter,Ruby Red,#9B111E,255,224,189
Golden Natural,Winter,Chocolate,#7B3F00,255,224,189
Golden Natural,Winter,Ivory,#FFFFF0,255,224,189
Golden Natural,Winter,Burgundy,#800020,255,224,189
Golden Natural,Winter,Deep Navy,#000080,255,224,189
Golden,Spring,Soft Apricot,#FBCEB1,219,158,88
Golden,Spring,Coral,#FF7F50,219,158,88
Golden,Spring,Light Peach,#FFDAB9,219,158,88
Golden,Spring,Warm Ivory,#FFFAF0,219,158,88
Golden,Spring,Honey,#FFDD44,219,158,88
Golden,Summer,Cool Blue,#87CEFA,219,158,88
Golden,Summer,Lavender,#E6E6FA,219,158,88
Golden,Summer,Soft Rose,#FFB6C1,219,158,88
Golden,Summer,Light Taupe,#D2B48C,219,158,88
Golden,Summer,Slate Grey,#708090,219,158,88
Golden,Autumn,Forest Green,#228B22,219,158,88
Golden,Autumn,Golden,#FFD700,219,158,88
Golden,Autumn,Caramel,#E3A857,219,158,88
Golden,Autumn,Copper,#B87333,219,158,88
Suede,Spring,Peach,#FFDAB9,240,186,125
Suede,Spring,Golden Beige,#F5DEB3,240,186,125
Suede,Spring,Soft Yellow,#FFFFE0,240,186,125
Suede,Spring,Light Coral,#F08080,240,186,125
Suede,Spring,Mint Green,#98FF98,240,186,125
Suede,Summer,Cool Blue,#87CEFA,240,186,125
Suede,Summer,Lavender,#E6E6FA,240,186,125
Suede,Summer,Soft Pink,#FFB6C1,240,186,125
Suede,Summer,Cool Beige,#F5F5DC,240,186,125
Suede,Summer,Light Grey,#D3D3D3,240,186,125
Suede,Autumn,Olive Green,#808000,240,186,125
Suede,Autumn,Mustard Yellow,#FFDB58,240,186,125
Suede,Autumn,Warm Sand,#F4A460,240,186,125
Suede,Autumn,Amber,#FFBF00,240,186,125
Suede,Autumn,Burnt Orange,#CC5500,240,186,125
Suede,Winter,Deep Red,#8B0000,240,186,125
Suede,Winter,Cool Espresso,#4B3832,240,186,125
Suede,Winter,Mocha,#6F4E37,240,186,125
Suede,Winter,Dark Teal,#014421,240,186,125
Suede,Winter,Rich Plum,#4B0082,240,186,125
Amber,Spring,Peach,#FFDAB9,217,153,80
Amber,Spring,Golden Beige,#F5DEB3,217,153,80
Amber,Spring,Soft Yellow,#FFFFE0,217,153,80
Amber,Spring,Coral,#FF7F50,217,153,80
Amber,Spring,Lime Green,#32CD32,217,153,80
Amber,Summer,Cool Blue,#87CEFA,217,153,80
Amber,Summer,Lavender,#E6E6FA,217,153,80
Amber,Summer,Soft Pink,#FFB6C1,217,153,80
Amber,Summer,Light Grey,#D3D3D3,217,153,80
Amber,Summer,Cool Beige,#F5F5DC,217,153,80
Amber,Autumn,Olive Green,#808000,217,153,80
Amber,Autumn,Mustard Yellow,#FFDB58,217,153,80
Amber,Autumn,Amber,#FFBF00,217,153,80
Amber,Autumn,Burnt Orange,#CC5500,217,153,80
Amber,Autumn,Chestnut,#CD5C5C,217,153,80
Amber,Winter,Deep Red,#8B0000,217,153,80
Amber,Winter,Cool Espresso,#4B3832,217,153,80
Amber,Winter,Mocha,#6F4E37,217,153,80
Amber,Winter,Dark Teal,#014421,217,153,80
Amber,Winter,Rich Burgundy,#800020,217,153,80
Pecan,Spring,Peach,#FFDAB9,163,110,81
Pecan,Spring,Golden Beige,#F5DEB3,163,110,81
Pecan,Spring,Soft Yellow,#FFFFE0,163,110,81
Pecan,Spring,Light Coral,#F08080,163,110,81
Pecan,Spring,Spring Green,#00FF7F,163,110,81
Pecan,Summer,Cool Blue,#87CEFA,163,110,81
Pecan,Summer,Lavender,#E6E6FA,163,110,81
Pecan,Summer,Soft Pink,#FFB6C1,163,110,81
Pecan,Summer,Light Grey,#D3D3D3,163,110,81
Pecan,Summer,Cool Beige,#F5F5DC,163,110,81
Pecan,Autumn,Olive Green,#808000,163,110,81
Pecan,Autumn,Mustard Yellow,#FFDB58,163,110,81
Pecan,Autumn,Warm Sand,#F4A460,163,110,81
Pecan,Autumn,Amber,#FFBF00,163,110,81
Pecan,Autumn,Burnt Sienna,#E97451,163,110,81
Pecan,Winter,Deep Red,#8B0000,163,110,81
Pecan,Winter,Cool Espresso,#4B3832,163,110,81
Pecan,Winter,Mocha,#6F4E37,163,110,81
Pecan,Winter,Dark Teal,#014421,163,110,81
Pecan,Winter,Navy Blue,#000080,163,110,81
Honey Beige,Spring,Peach,#FFDAB9,204,155,124
Honey Beige,Spring,Golden Beige,#F5DEB3,204,155,124
Honey Beige,Spring,Soft Yellow,#FFFFE0,204,155,124
Honey Beige,Spring,Coral,#FF7F50,204,155,124
Honey Beige,Spring,Light Green,#90EE90,204,155,124
Honey Beige,Summer,Cool Blue,#87CEFA,204,155,124
Honey Beige,Summer,Lavender,#E6E6FA,204,155,124
Honey Beige,Summer,Soft Pink,#FFB6C1,204,155,124
Honey Beige,Summer,Light Grey,#D3D3D3,204,155,124
Honey Beige,Summer,Cool Beige,#F5F5DC,204,155,124
Honey Beige,Autumn,Olive Green,#808000,204,155,124
Honey Beige,Autumn,Mustard Yellow,#FFDB58,204,155,124
Honey Beige,Autumn,Amber,#FFBF00,204,155,124
Honey Beige,Autumn,Burnt Orange,#CC5500,204,155,124
Honey Beige,Autumn,Warm Sand,#F4A460,204,155,124
Honey Beige,Winter,Deep Red,#8B0000,204,155,124
Honey Beige,Winter,Cool Espresso,#4B3832,204,155,124
Honey Beige,Winter,Cool Almond,#EFDECD,204,155,124
Honey Beige,Winter,Mocha,#6F4E37,204,155,124
Honey Beige,Winter,Dark Teal,#014421,204,155,124
Cool Golden,Spring,Peach,#FFDAB9,186,120,87
Cool Golden,Spring,Golden Beige,#F5DEB3,186,120,87
Cool Golden,Spring,Soft Yellow,#FFFFE0,186,120,87
Cool Golden,Spring,Coral,#FF7F50,186,120,87
Cool Golden,Spring,Spring Green,#00FF7F,186,120,87
Cool Golden,Summer,Cool Blue,#87CEFA,186,120,87
Cool Golden,Summer,Lavender,#E6E6FA,186,120,87
Cool Golden,Summer,Soft Pink,#FFB6C1,186,120,87
Cool Golden,Summer,Light Grey,#D3D3D3,186,120,87
Cool Golden,Summer,Cool Beige,#F5F5DC,186,120,87
Cool Golden,Autumn,Olive Green,#808000,186,120,87
Cool Golden,Autumn,Mustard Yellow,#FFDB58,186,120,87
Cool Golden,Autumn,Amber,#FFBF00,186,120,87
Cool Golden,Autumn,Burnt Orange,#CC5500,186,120,87
Cool Golden,Autumn,Chestnut,#CD5C5C,186,120,87
Cool Golden,Winter,Deep Red,#8B0000,186,120,87
Cool Golden,Winter,Cool Espresso,#4B3832,186,120,87
Cool Golden,Winter,Mocha,#6F4E37,186,120,87
Cool Golden,Winter,Dark Teal,#014421,186,120,87
Cool Golden,Winter,Rich Burgundy,#800020,186,120,87
Cool Almond,Spring,Peach,#FFDAB9,158,119,103
Cool Almond,Spring,Golden Beige,#F5DEB3,158,119,103
Cool Almond,Spring,Soft Yellow,#FFFFE0,158,119,103
Cool Almond,Spring,Light Coral,#F08080,158,119,103
Cool Almond,Spring,Mint Green,#98FF98,158,119,103
Cool Almond,Summer,Cool Blue,#87CEFA,158,119,103
Cool Almond,Summer,Lavender,#E6E6FA,158,119,103
Cool Almond,Summer,Soft Pink,#FFB6C1,158,119,103
Cool Almond,Summer,Cool Beige,#F5F5DC,158,119,103
Cool Almond,Summer,Light Grey,#D3D3D3,158,119,103
Cool Almond,Autumn,Olive Green,#808000,158,119,103
Cool Almond,Autumn,Mustard Yellow,#FFDB58,158,119,103
Cool Almond,Autumn,Warm Sand,#F4A460,158,119,103
Cool Almond,Autumn,Amber,#FFBF00,158,119,103
Cool Almond,Autumn,Burnt Sienna,#E97451,158,119,103
Cool Almond,Winter,Deep Red,#8B0000,158,119,103
Cool Almond,Winter,Cool Espresso,#4B3832,158,119,103
Cool Almond,Winter,Mocha,#6F4E37,158,119,103
Cool Almond,Winter,Dark Teal,#014421,158,119,103
Cool Almond,Winter,Navy Blue,#000080,158,119,103
Desert,Spring,Peach,#FFDAB9,117,79,55
Desert,Spring,Golden Beige,#F5DEB3,117,79,55
Desert,Spring,Soft Yellow,#FFFFE0,117,79,55
Desert,Spring,Light Coral,#F08080,117,79,55
Desert,Spring,Spring Green,#00FF7F,117,79,55
Desert,Summer,Cool Blue,#87CEFA,117,79,55
Desert,Summer,Lavender,#E6E6FA,117,79,55
Desert,Summer,Soft Pink,#FFB6C1,117,79,55
Desert,Summer,Light Grey,#D3D3D3,117,79,55
Desert,Summer,Cool Beige,#F5F5DC,117,79,55
Desert,Autumn,Olive Green,#808000,117,79,55
Desert,Autumn,Mustard Yellow,#FFDB58,117,79,55
Desert,Autumn,Amber,#FFBF00,117,79,55
Desert,Autumn,Burnt Orange,#CC5500,117,79,55
Desert,Autumn,Chestnut,#CD5C5C,117,79,55
Desert,Winter,Deep Red,#8B0000,117,79,55
Desert,Winter,Cool Espresso,#4B3832,117,79,55
Desert,Winter,Mocha,#6F4E37,117,79,55
Desert,Winter,Dark Teal,#014421,117,79,55
Desert,Winter,Rich Plum,#4B0082,117,79,55
Mahogany,Spring,Peach,#FFDAB9,145,60,17
Mahogany,Spring,Golden Beige,#F5DEB3,145,60,17
Mahogany,Spring,Soft Yellow,#FFFFE0,145,60,17
Mahogany,Spring,Light Coral,#F08080,145,60,17
Mahogany,Spring,Spring Green,#00FF7F,145,60,17
Mahogany,Summer,Cool Blue,#87CEFA,145,60,17
Mahogany,Summer,Lavender,#E6E6FA,145,60,17
Mahogany,Summer,Soft Pink,#FFB6C1,145,60,17
Mahogany,Summer,Light Grey,#D3D3D3,145,60,17
Mahogany,Summer,Cool Beige,#F5F5DC,145,60,17
Mahogany,Autumn,Olive Green,#808000,145,60,17
Mahogany,Autumn,Mustard Yellow,#FFDB58,145,60,17
Mahogany,Autumn,Amber,#FFBF00,145,60,17
Mahogany,Autumn,Burnt Orange,#CC5500,145,60,17
Mahogany,Autumn,Chestnut,#CD5C5C,145,60,17
Mahogany,Winter,Deep Red,#8B0000,145,60,17
Mahogany,Winter,Cool Espresso,#4B3832,145,60,17
Mahogany,Winter,Mocha,#6F4E37,145,60,17
Mahogany,Winter,Dark Teal,#014421,145,60,17
Mahogany,Winter,Rich Burgundy,#800020,145,60,17
